active_detail_bytes,answer_quality_publishable,answer_string_availability,candidate_count,completion_latency_ms,condition,document_recall_at_candidate_k,exact_match,examples,failure_counts,false_selected_document_fraction,gold_chunk_recall,ingestion_ms,itl_ms,itl_p50_ms,itl_p95_ms,kv_bytes,logical_candidate_tokens,materialization_avoidance,native_reuse,newly_materialized_tokens,official_multihop_rag_score,official_multihop_rag_score_ci95_high,official_multihop_rag_score_ci95_low,output_tokens_per_second,peak_memory_bytes,physical_context_tokens,prefill_ms,regime,requests_per_second,retained_detail_bytes,selected_native_kv_tokens,selector_profile,status,successful_examples,supporting_document_coverage,supporting_span_coverage,temporary_allocation_bytes,token_budget,token_f1,token_f1_ci95_high,token_f1_ci95_low,tokens_per_second,total_latency_ms,total_latency_ms_ci95_high,total_latency_ms_ci95_low,ttft_ms,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,visible_prompt_tokens,visible_reuse
0.0,True,0.56,20,633.2660266815219,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 10, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7523333333333333,0.0447968878917811,4676.616386657115,20.427656157445462,20.40977688645193,20.610222383590056,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.52,0.66,0.38,34.78399276956407,5604993075.68,2024.6,4965.078457411146,COLD,0.17865572623762838,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,649237708.4,2048,0.09345146283498686,0.11316082754562158,0.07529775299494978,5.716983239604108,5598.344484092668,5617.567790249188,5577.963788992696,4965.078457411146,4984.540884100017,4944.617700454866,4987.953707459383,5063.70566279511,5078.459902086179,2108.3,0.0
0.0,True,0.56,20,633.6978091439232,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 10, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7523333333333333,0.0447968878917811,4631.884565897053,20.441541048442765,20.405553758234504,20.71725222368484,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.52,0.66,0.38,34.52891912521009,5604809574.88,2024.6,4926.604680093005,WARM,0.1798837067721006,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,649054862.96,2048,0.09345146283498686,0.11316082754562158,0.07529775299494978,5.7562786167072195,5560.3024892369285,5582.870448470872,5537.06277985475,4926.604680093005,4949.057023577479,4903.149793380813,4920.947957987664,5050.479929085122,5114.433548414381,2108.3,0.0
0.0,True,0.7,20,633.2254274759907,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 12, ""STANDARD_RAG_PACKING_MISS"": 15}",0.6908095238095239,0.0474315034339216,4709.418799866689,20.42633688114884,20.407134402287944,20.630950145536072,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.48,0.62,0.34,34.7377757135091,5609056963.04,2025.32,4999.2572532070335,COLD,0.17758633444803476,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,653255065.2,2048,0.09626276451149618,0.11641372531746935,0.0775447468330667,5.682762702337112,5632.482680683024,5658.921147735586,5608.545849075512,4999.2572532070335,5025.518631769082,4975.774895395967,4997.399832995143,5137.046920682769,5245.704309116118,2109.62,0.0
0.0,True,0.7,20,634.3561833631247,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 12, ""STANDARD_RAG_PACKING_MISS"": 15}",0.6908095238095239,0.0474315034339216,4670.8687366580125,20.462789246399375,20.437139807449235,20.81160831824696,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.48,0.62,0.34,34.97031813225479,5608941947.36,2025.32,4953.279579977971,WARM,0.1790145607069159,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,653139394.16,2048,0.09626276451149618,0.11641372531746935,0.0775447468330667,5.728465942621309,5587.635763341095,5613.455214603106,5562.650726162188,4953.279579977971,4979.159909337992,4928.356867956318,4964.7914374945685,5097.608783308533,5149.9787481396925,2109.62,0.0
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,COLD,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,WARM,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
298728161.28,True,0.64,20,716.256521664327,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,4611.672020039987,23.10468072706323,23.062053774934142,23.509463648341836,298728161.28,49519.92,0.9575367269444467,0.0,2025.88,0.44,0.58,0.3,31.308716377368278,5605119887.84,2021.06,4919.214279145235,COLD,0.1774985410996609,298728161.28,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,537091039.64,2048,0.08066098214015835,0.10006241163616443,0.06229733837693792,5.679953315189149,5635.470800809562,5661.307664662978,5608.287956630113,4919.214279145235,4945.277713073709,4891.853602393501,4936.827208468458,5090.277689494542,5100.912329018465,79.02,0.0
298728161.28,True,0.64,20,714.3212749797385,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,0.05641344119794667,23.042296665840812,22.99965054806953,23.406851410888315,298728161.28,49519.92,0.9575367269444467,1.0,0.0,0.44,0.58,0.3,32.36971724994099,5208458797.76,2021.06,275.87734432076104,WARM,1.011495779707044,298728161.28,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,140429949.58,2048,0.08066098214015835,0.10006241163616443,0.06229733837693792,32.36786495062541,990.1986193004996,1000.905772767961,979.1474000273156,275.87734432076104,286.33903516290593,265.32442611834267,281.2934374669567,353.6581973807188,358.1473782664398,79.02,0.0
299424153.6,True,0.7,20,716.1861957854126,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,4631.599853321677,23.102423518054906,23.070061144666866,23.399932713307923,299424153.6,49519.92,0.9574368187582514,0.0,2030.6,0.48,0.62,0.34,31.352253042414755,5608941947.36,2025.32,4937.689537463011,COLD,0.17691338937330184,299424153.6,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,540056538.94,2048,0.09626276451149618,0.11641372531746935,0.0775447468330667,5.661228459945659,5653.875733248424,5679.464721269731,5629.4524208685325,4937.689537463011,4963.186873901548,4913.613561238657,4956.281520979246,5065.490429225611,5112.011181228445,79.02,0.0
299424153.6,True,0.7,20,715.0131174945273,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,0.047552495962008834,23.064602205056634,23.02836625829279,23.466977269215988,299424153.6,49519.92,0.9574368187582514,1.0,0.0,0.48,0.62,0.34,32.33489924417725,5209382855.6,2025.32,276.24948834069073,WARM,1.010416941531298,299424153.6,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,140497447.18,2048,0.09626276451149618,0.11641372531746935,0.0775447468330667,32.33334212900154,991.262605835218,1002.16459524518,980.1919625891023,276.24948834069073,286.7279795522045,265.67932244515396,281.1041460081469,354.57793991663493,357.80018449469935,79.02,0.0
