active_detail_bytes,answer_quality_publishable,answer_string_availability,candidate_count,completion_latency_ms,condition,document_recall_at_candidate_k,exact_match,examples,failure_counts,false_selected_document_fraction,gold_chunk_recall,ingestion_ms,itl_ms,itl_p50_ms,itl_p95_ms,kv_bytes,logical_candidate_tokens,materialization_avoidance,native_reuse,newly_materialized_tokens,official_multihop_rag_score,official_multihop_rag_score_ci95_high,official_multihop_rag_score_ci95_low,output_tokens_per_second,peak_memory_bytes,physical_context_tokens,prefill_ms,regime,requests_per_second,retained_detail_bytes,selected_native_kv_tokens,selector_profile,status,successful_examples,supporting_document_coverage,supporting_span_coverage,temporary_allocation_bytes,token_budget,token_f1,token_f1_ci95_high,token_f1_ci95_low,tokens_per_second,total_latency_ms,total_latency_ms_ci95_high,total_latency_ms_ci95_low,ttft_ms,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,visible_prompt_tokens,visible_reuse
0.0,True,0.56,20,91.99328924180008,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 10, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7523333333333333,0.0447968878917811,938.9969017356634,6.132376725242162,6.138688898257291,6.23082904998834,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.48,0.62,0.34,96.92625949177963,1905696929.76,2024.6,1012.5617765798233,COLD,0.9058209985546128,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,666518680.56,2048,0.11902092352092353,0.15445613275613274,0.08449217171717172,14.493135976873806,1104.5550658216234,1112.110345099034,1097.7014451332798,1012.5617765798233,1020.07677306814,1005.7499090222991,1006.3446660060436,1062.7668638102477,1072.0368803071324,2108.3,0.0
0.0,True,0.56,20,92.55917074391618,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 10, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7523333333333333,0.0447968878917811,929.9945808656048,6.170094889511043,6.128947233082727,6.4113329056029515,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.48,0.62,0.34,98.31618501317921,1905661540.32,2024.6,1000.7369999808725,WARM,0.9150719430197586,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,666483291.12,2048,0.11902092352092353,0.15445613275613274,0.08449217171717172,14.641151088316137,1093.2961707247887,1099.6021764550824,1087.1494744278316,1000.7369999808725,1006.8313794317655,994.7183618193667,991.8685209704563,1040.1256085344357,1051.425750015187,2108.3,0.0
0.0,True,0.7,20,91.80049679940566,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 12, ""STANDARD_RAG_PACKING_MISS"": 15}",0.6908095238095239,0.0474315034339216,943.5640074603725,6.119557169110825,6.114155531395227,6.224971260332192,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.5,0.64,0.36,95.5450348714067,1908958001.4,2025.32,1019.6965473808814,COLD,0.9001206614707259,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,669717820.68,2048,0.1372844932844933,0.17354858474858476,0.10020123765123765,14.401930583531614,1111.497044180287,1118.4228881350427,1104.9069415472914,1019.6965473808814,1026.6343358570011,1013.0690224580176,1014.1843960154802,1064.1853649663972,1079.5390098070493,2109.62,0.0
0.0,True,0.7,20,92.71744073717855,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 12, ""STANDARD_RAG_PACKING_MISS"": 15}",0.6908095238095239,0.0474315034339216,930.4816174774896,6.180657271994278,6.149250001180917,6.394192510245678,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.5,0.64,0.36,98.30369191188079,1908943255.8,2025.32,1001.1446192348376,WARM,0.9147294474703882,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,669707334.92,2048,0.1372844932844933,0.17354858474858476,0.10020123765123765,14.635671159526211,1093.8620599720161,1101.303762016527,1086.7574760377465,1001.1446192348376,1008.3999050765997,994.2410026724101,991.6147084732074,1041.9643336790614,1082.523564932635,2109.62,0.0
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,COLD,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,WARM,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
232344125.44,True,0.64,20,123.25644834432751,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,931.9359241251368,8.216392113749558,8.211722199727472,8.418542733415961,232344125.44,49519.92,0.9575367269444467,0.0,2025.88,0.44,0.58,0.3,80.15837027930003,1905599936.64,2021.06,1008.8113424438052,COLD,0.8838699494088152,232344125.44,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,480777400.46,2048,0.12217882117882117,0.15604454434454434,0.08763543678543677,14.141919190541044,1132.0677907881327,1140.2523183178564,1124.6876955474145,1008.8113424438052,1016.7786187097663,1001.635089182033,998.7854384817183,1058.041025159764,1078.0727771419333,79.02,0.0
232344125.44,True,0.64,20,122.72831334150396,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,0.03193168202415109,8.181074725308767,8.188229199731722,8.305568477177681,232344125.44,49519.92,0.9575367269444467,1.0,0.0,0.44,0.58,0.3,82.01625298227955,1556652026.2,2021.06,72.80363498139195,WARM,5.125176768926456,232344125.44,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,132177893.68,2048,0.12217882117882117,0.15604454434454434,0.08763543678543677,82.00282830282329,195.53194832289591,198.0355397470994,193.02404413282056,72.80363498139195,75.07308384854696,70.45944493301795,73.90866699279286,89.59497280011419,90.18659994762857,79.02,0.0
232885452.8,True,0.7,20,124.02663083514199,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,928.1382591580041,8.26784222285884,8.182156931919357,8.98563513745709,232885452.8,49519.92,0.9574368187582514,0.0,2030.6,0.5,0.64,0.36,79.90849180405995,1908943255.8,2025.32,1004.9348475388251,COLD,0.8861999484590578,232885452.8,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,482042900.48,2048,0.1372844932844933,0.17354858474858476,0.10020123765123765,14.179199175344925,1128.961478373967,1136.0166131588048,1122.1042952315765,1004.9348475388251,1011.9838406976487,998.1524672956439,997.0556880580261,1052.5015048275236,1081.2074190040585,79.02,0.0
232885452.8,True,0.7,20,122.96882922295481,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,0.03363498253747821,8.197195337309191,8.190170834617067,8.378500290758288,232885452.8,49519.92,0.9574368187582514,1.0,0.0,0.5,0.64,0.36,81.78968690253514,1558733449.56,2025.32,73.08929498307407,WARM,5.110973689304933,232885452.8,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,131830799.08,2048,0.1372844932844933,0.17354858474858476,0.10020123765123765,81.77557902887892,196.05812420602888,198.514359639521,193.49911582263303,73.08929498307407,75.36866115391604,70.74989233334782,74.27916701999493,89.60362907964736,90.1650203432655,79.02,0.0
