active_memory_fraction,answer,answer_contained,answer_tokens,condition,dataset,eligible,em,example_id,f1,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,materialized_native_kv_tokens,native_limit_violations,prompt_tokens,question,requested_chunks,selected_chunks,skip_reason,teacher_forced_seconds
0.0,Scottish,0.0,2,no_memory,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,3.6758318999782205,1.2349425560387317e-05,103,0.0,0.0,-5.654023170471191,-11.308046340942383,0,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,0,,,1.1170757000800222
0.0,Scottish,0.0,2,empty_memory,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1675420999526978,1.2349425560387317e-05,103,0.0,0.0,-5.654023170471191,-11.308046340942383,0,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,0,,,0.3743952999357134
0.15403128760529483,Scottish,0.0,2,native_mean,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.3645526999607682,1.98906800505938e-05,83,0.47789859771728516,0.23894929885864258,-5.415073871612549,-10.830147743225098,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,8 16 0 3,,0.9272505000699311
0.15403128760529483,Scottish,0.0,2,exact,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1404619999229908,1.1191180419700686e-05,97,-0.09853363037109375,-0.049266815185546875,-5.703289985656738,-11.406579971313477,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,14 1 6 11,,0.3065313999541104
0.15403128760529483,Scottish,0.0,2,bm25,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.138103700010106,1.0633360034262296e-05,94,-0.14632511138916016,-0.07316255569458008,-5.7271857261657715,-11.454371452331543,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,23 22 14 15,,0.15834239986725152
0.15403128760529483,Scottish,0.0,2,hybrid,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1419475998263806,1.8842141798813827e-05,84,0.42316436767578125,0.21158218383789062,-5.442440986633301,-10.884881973266602,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,8 1 16 24,,0.15744680003263056
0.15403128760529483,Scottish,0.0,2,lowrank_r16_ensemble,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1566755000967532,2.202381074312143e-05,75,0.5796499252319336,0.2898249626159668,-5.364198207855225,-10.72839641571045,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,8 14 24 15,,0.15561649994924664
0.15403128760529483,Scottish,0.0,2,lowrank_r8_kmeans_ensemble,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1619059001095593,1.2665414033108391e-05,98,0.025045394897460938,0.012522697448730469,-5.641500473022461,-11.283000946044922,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,8 3 1 17,,0.15722639998421073
0.15403128760529483,Scottish,0.0,2,shuffled_selection,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1659101999830455,1.4580456081603188e-05,94,0.16645336151123047,0.08322668075561523,-5.570796489715576,-11.141592979431152,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,3 7 8 17,,0.16028130007907748
0.15403128760529483,Scottish,0.0,2,irrelevant_bottom,hotpotqa,True,0.0,5ae241005542994d89d5b3a4,0.0,The pirate's nationality is not specified in the question.,1.1425391000229865,1.239452376466943e-05,96,0.005473136901855469,0.0027365684509277344,-5.651286602020264,-11.302573204040527,128,0,39,What nationality was the pirate who along with Robert Culliford stole Jean Fantin's ship ?,4,5 6 7 19,,0.1566673000343144
